paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_2e03703e6eac,group1,group1,group1/820_811065648468721665_10.1007%2Fs10107-016-1107-2.fixed.md,10.1007/s10107-016-1107-2,An improved algorithm for the L2-Lp minimization problem,an improved algorithm for the l2 lp minimization problem,Dongdong Ge; Rongchuan He; Simai He,ge,2017.0,"@article{Ge_2017, title={An improved algorithm for the 
                $$L_2$$
                
                    
                                    
                        
                            L
                            2
                        
                    
                
            –
                $$L_p$$
                
                    
                                    
                        
                            L
                            p
                        
                    
                
             minimization problem}, volume={166}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-016-1107-2}, DOI={10.1007/s10107-016-1107-2}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Ge, Dongdong and He, Rongchuan and He, Simai}, year={2017}, month=Feb, pages={131–158} }",2
paper_31f1da1076ec,group1,group1,group1/820_811067793406427137_10.1007%2Fs10107-017-1122-y.fixed.md,10.1007/s10107-017-1122-y,Existence of augmented Lagrange multipliers: reduction to exact penalty functions and localization principle,existence of augmented lagrange multipliers reduction to exact penalty functions and localization principle,M. V. Dolgopolik,dolgopolik,2017.0,"@article{Dolgopolik_2017, title={Existence of augmented Lagrange multipliers: reduction to exact penalty functions and localization principle}, volume={166}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-017-1122-y}, DOI={10.1007/s10107-017-1122-y}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Dolgopolik, M. V.}, year={2017}, month=Feb, pages={297â€“326} }",4
paper_b1527c522ef1,group1,group1,group1/820_811069807616065539_10.1007%2Fs10107-017-1110-2.fixed.md,10.1007/s10107-017-1110-2,On Brøndsted-Rockafellar's Theorem for convex lower semicontinuous epi-pointed functions in locally convex spaces,on br ndsted rockafellar s theorem for convex lower semicontinuous epi pointed functions in locally convex spaces,Rafael Correa; Abderrahim Hantoute; Pedro Pérez-Aros,correa,2017.0,"@article{Correa_2017, title={On Brøndsted–Rockafellar’s Theorem for convex lower semicontinuous epi-pointed functions in locally convex spaces}, volume={168}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-017-1110-2}, DOI={10.1007/s10107-017-1110-2}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Correa, Rafael and Hantoute, Abderrahim and Pérez-Aros, Pedro}, year={2017}, month=Feb, pages={631–643} }",8
paper_e95643489a4e,group1,group1,group1/820_811069829535498240_10.1007%2Fs10107-003-0450-2.fixed.md,10.1007/s10107-003-0450-2,Strong formulations for mixed integer programs: valid inequalities and extended formulations,strong formulations for mixed integer programs valid inequalities and extended formulations,Laurence A. Wolsey,wolsey,2003.0,"@article{Wolsey_2003, title={Strong formulations for mixed integer programs: valid inequalities and extended formulations}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0450-2}, DOI={10.1007/s10107-003-0450-2}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Wolsey, Laurence A.}, year={2003}, month=July, pages={423â€“447} }",5
paper_9413a394a8a2,group1,group1,group1/820_811070040206999554_10.1007%2Fs10107-003-0446-y.fixed.md,10.1007/s10107-003-0446-y,Capacities of quantum channels and how to find them,capacities of quantum channels and how to find them,Peter W. Shor,shor,2003.0,"@article{Shor_2003, title={Capacities of quantum channels and how to find them}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0446-y}, DOI={10.1007/s10107-003-0446-y}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Shor, Peter W.}, year={2003}, month=July, pages={311â€“335} }",10
paper_69c5e3d12c23,group1,group1,group1/820_811070076378677249_10.1007%2Fs101070100243.fixed.md,10.1007/s101070100243,New classes of fast lower bounds for bin packing problems,new classes of fast lower bounds for bin packing problems,Sándor P. Fekete; Jörg Schepers,fekete,2001.0,"@article{Fekete_2001, title={New classes of fast lower bounds for bin packing problems}, volume={91}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070100243}, DOI={10.1007/s101070100243}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fekete, Sándor P. and Schepers, Jörg}, year={2001}, month=Oct, pages={11–31} }",21
paper_5e4e42447040,group1,group1,group1/820_811070092556107776_10.1007%2Fs101070100239.fixed.md,10.1007/s101070100239,Discretization in semi-infinite programming: the rate of convergence,discretization in semi infinite programming the rate of convergence,G. Still,still,2001.0,"@article{Still_2001, title={Discretization in semi-infinite programming: the rate of convergence}, volume={91}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070100239}, DOI={10.1007/s101070100239}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Still, G.}, year={2001}, month=Oct, pages={53â€“69} }",23
paper_b497c998f389,group1,group1,group1/820_811070128119611396_10.1007%2Fs10107-003-0444-0.fixed.md,10.1007/s10107-003-0444-0,Optimization in forestry,optimization in forestry,Mikael Ronqvist,ronqvist,2003.0,"@article{R_nnqvist_2003, title={Optimization in forestry}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0444-0}, DOI={10.1007/s10107-003-0444-0}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Rönnqvist, Mikael}, year={2003}, month=July, pages={267–284} }",2
paper_bcf9943cd1d8,group1,group1,group1/820_811070159828549633_10.1007%2Fs10107-003-0442-2.fixed.md,10.1007/s10107-003-0442-2,Applications of convex optimization in signal processing and digital communication,applications of convex optimization in signal processing and digital communication,Zhi-Quan Luo,luo,2003.0,"@article{Luo_2003, title={Applications of convex optimization in signal processing and digital communication}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0442-2}, DOI={10.1007/s10107-003-0442-2}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Luo, Zhi-Quan}, year={2003}, month=July, pages={177â€“207} }",8
paper_ff8a436cb857,group1,group1,group1/820_811070189599719424_10.1007%2Fs10107980004a.fixed.md,10.1007/s10107980004a,Nonsmooth analysis of eigenvalues,nonsmooth analysis of eigenvalues,A.S. Lewis,lewis,1998.0,"@article{Lewis_1999, title={Nonsmooth analysis of eigenvalues}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107980004a}, DOI={10.1007/s10107980004a}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Lewis, A.S.}, year={1999}, month=Jan, pages={1â€“24} }",4
paper_7dd026122278,group1,group1,group1/820_811070197958967296_10.1007%2Fs10107-003-0451-1.fixed.md,10.1007/s10107-003-0451-1,First- and second-order methods for semidefinite programming,first and second order methods for semidefinite programming,Renato D.C. Monteiro,monteiro,2003.0,"@article{Monteiro_2003, title={First- and second-order methods for semidefinite programming}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0451-1}, DOI={10.1007/s10107-003-0451-1}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Monteiro, Renato. D. C.}, year={2003}, month=July, pages={209â€“244} }",13
paper_aa0ebd9cc768,group1,group1,group1/820_811070204699213832_10.1007%2Fs101079900125.fixed.md,10.1007/s101079900125,A probabilistic analysis of a measure of combinatorial complexity for the central curve,a probabilistic analysis of a measure of combinatorial complexity for the central curve,Peter A. Beling; Sushil Verma,beling,1999.0,"@article{Beling_2000, title={A probabilistic analysis of a measure of combinatorial complexity for the central curve}, volume={87}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101079900125}, DOI={10.1007/s101079900125}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Beling, Peter A. and Verma, Sushil}, year={2000}, month=Jan, pages={177â€“187} }",10
paper_23aea54a5430,group1,group1,group1/820_811070231354015745_10.1007%2Fs10107980020a.fixed.md,10.1007/s10107980020a,Global and polynomial-time convergence of an infeasible-interior-point algorithm using inexact computation,global and polynomial time convergence of an infeasible interior point algorithm using inexact computation,Shinji Mizuno; Florian Jarre,mizuno,1998.0,"@article{Mizuno_1999, title={Global and polynomial-time convergence of an infeasible-interior-point algorithm using inexact computation}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107980020a}, DOI={10.1007/s10107980020a}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Mizuno, Shinji and Jarre, Florian}, year={1999}, month=Jan, pages={105â€“122} }",6
paper_1054bfe27d25,group1,group1,group1/820_811070251750916098_10.1007%2Fs10107990047a.fixed.md,10.1007/s10107990047a,A polyhedral approach to single-machine scheduling problems,a polyhedral approach to single machine scheduling problems,J.M. van den Akker; C.P.M. van Hoesel; M.W.P. Savelsbergh,akker,1999.0,"@article{van_den_Akker_1999, title={A polyhedral approach to single-machine scheduling problems}, volume={85}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107990047a}, DOI={10.1007/s10107990047a}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={van den Akker, J.M. and van Hoesel, C.P.M. and Savelsbergh, M.W.P.}, year={1999}, month=Aug, pages={541â€“572} }",15
paper_af8eae3fad97,group1,group1,group1/820_811070406902415360_10.1007%2Fs10107-003-0449-8.fixed.md,10.1007/s10107-003-0449-8,Progress on perfect graphs,progress on perfect graphs,Maria Chudnovsky; Neil Robertson; P. D. Seymour; Robin Thomas,chudnovsky,2003.0,"@article{Chudnovsky_2003, title={Progress on perfect graphs}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0449-8}, DOI={10.1007/s10107-003-0449-8}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Chudnovsky, Maria and Robertson, Neil and Seymour, P. D. and Thomas, Robin}, year={2003}, month=July, pages={405â€“422} }",10
paper_8d829a49a2e4,group1,group1,group1/820_811070443418025986_10.1007%2Fs101079900102.fixed.md,10.1007/s101079900102,A new bound for the ratio between the 2-matching problem and its linear programming relaxation,a new bound for the ratio between the 2 matching problem and its linear programming relaxation,Sylvia Boyd; Robert Carr,boyd,1999.0,"@article{Boyd_1999, title={A new bound for the ratio between the 2-matching problem and its linear programming relaxation}, volume={86}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101079900102}, DOI={10.1007/s101079900102}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Boyd, Sylvia and Carr, Robert}, year={1999}, month=Dec, pages={499â€“514} }",21
paper_50fe225ce4e4,group1,group1,group1/820_811071890452905984_10.1007%2Fs10107980022a.fixed.md,10.1007/s10107980022a,Models and algorithms for the 2-dimensional cell suppression problem in statistical disclosure control,models and algorithms for the 2 dimensional cell suppression problem in statistical disclosure control,Matteo Fischetti; Juan Jose Salazar,fischetti,1998.0,"@article{Fischetti_1999, title={Models and algorithms for the 2-dimensional cell suppression problem in statistical disclosure control}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107980022a}, DOI={10.1007/s10107980022a}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fischetti, Matteo and Salazar, Juan José}, year={1999}, month=Feb, pages={283–312} }",10
paper_1b1ea581ad16,group1,group1,group1/820_811071904868728833_10.1007%2Fs10107980024a.fixed.md,10.1007/s10107980024a,Intersection theorems on polytopes,intersection theorems on polytopes,Gerard van der Laan; Dolf Talman; Zaifu Yang,laan,1998.0,"@article{van_der_Laan_1999, title={Intersection theorems on polytopes}, volume={84}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107980024a}, DOI={10.1007/s10107980024a}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={van der Laan, Gerard and Talman, Dolf and Yang, Zaifu}, year={1999}, month=Jan, pages={25â€“38} }",15
paper_6ebbe03ad015,group1,group1,group1/820_811071919171305473_10.1007%2Fs10107-003-0445-z.fixed.md,10.1007/s10107-003-0445-z,Stochastic programming with integer variables,stochastic programming with integer variables,Rüdiger Schultz,schultz,2003.0,"@article{Schultz_2003, title={Stochastic programming with integer variables}, volume={97}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0445-z}, DOI={10.1007/s10107-003-0445-z}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Schultz, Rüdiger}, year={2003}, month=July, pages={285–309} }",18
paper_1ffa68dee0d6,group1,group1,group1/820_811071945658335232_10.1007%2Fs101070100251.fixed.md,10.1007/s101070100251,Box-inequalities for quadratic assignment polytopes,box inequalities for quadratic assignment polytopes,Michael Jünger; Volker Kaibel,j nger,2001.0,"@article{J_nger_2001, title={Box-inequalities for quadratic assignment polytopes}, volume={91}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070100251}, DOI={10.1007/s101070100251}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Jünger, Michael and Kaibel, Volker}, year={2001}, month=Oct, pages={175–197} }",15
paper_4e8b54ed666a,group1,group1,group1/820_811072146368364545_10.1007%2Fs101070100236.fixed.md,10.1007/s101070100236,Dual bounding procedures lead to convergent Branch-and-Bound algorithms,dual bounding procedures lead to convergent branch and bound algorithms,Mirjam Dür; Reiner Horst; Nam Thoai,d r,2001.0,"@article{D_r_2001, title={Dual bounding procedures lead to convergent Branch–and–Bound algorithms}, volume={91}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s101070100236}, DOI={10.1007/s101070100236}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Dür, Mirjam}, year={2001}, month=Oct, pages={117–125} }",13
