community_id,community_size,top_keywords,representative_papers,high_impact_papers
1095,1,random; quadratic; bottleneck; assignment; problems,paper_bc915ee57599,paper_bc915ee57599
1096,1,mathrm; primal; dual; potential; reduction; algorithm,paper_50a84580123b,paper_50a84580123b
1097,1,maximizing; minimum; source; sink; path; subject,paper_1f11b8cd2290,paper_1f11b8cd2290
1098,1,random; sampling; greedy; sparsification; matroid; optimization,paper_21da8aa011cf,paper_21da8aa011cf
1099,1,algorithm; capacity; rounding; minimum; cost; circulation,paper_77837622ef37,paper_77837622ef37
1100,1,weighted; multiway; cuts; trees,paper_8165cdac7909,paper_8165cdac7909
1101,1,computational; experience; group; theoretic; integer; programming,paper_5f4f0be78d0b,paper_5f4f0be78d0b
1102,1,strategy; array; management; local; memory,paper_465a0943aa8b,paper_465a0943aa8b
1103,1,optimal; schedule; cancer; chemotherapy,paper_1d7ef6577e12,paper_1d7ef6577e12
1104,1,generalization; some; duality; theorems; nonlinear; programming,paper_0f43fa0361f6,paper_0f43fa0361f6
1105,1,rectilinear; class; steiner; tree; problem; intervals,paper_bc93951d5cf3,paper_bc93951d5cf3
1106,1,examples; non; convergence; conjugate; descent; algorithms,paper_1a24d0beb323,paper_1a24d0beb323
1107,1,two; commodity; network; flows; linear; programming,paper_3028fef409e3,paper_3028fef409e3
1108,1,linear; programming; spheres; hemispheres; objective; vectors,paper_2d99939f73bf,paper_2d99939f73bf
1109,1,optimization; pipe; networks,paper_dab1095b3581,paper_dab1095b3581
1110,1,algebraic; assignment; problems,paper_10a77b45fdcf,paper_10a77b45fdcf
1111,1,characterizing; optimal; input; perturbed; convex; programming,paper_6888c8a1a4a8,paper_6888c8a1a4a8
1112,1,uses; abuses; statistical; simulation,paper_3b64903b74e3,paper_3b64903b74e3
1113,1,local; convergence; quasi; newton; differentiable; equations,paper_98dd3b6face2,paper_98dd3b6face2
1114,1,optimal; partitions; having; disjoint; convex; conic,paper_e7e5e0e3b9c0,paper_e7e5e0e3b9c0
1115,1,randomized; algorithm; fixed; dimensional; linear; programming,paper_7786b1545a19,paper_7786b1545a19
1116,1,global; superlinear; convergence; algorithm; one; dimensional,paper_7e090b5230ef,paper_7e090b5230ef
1117,1,sequential; location; allocation; public; facilities; one,paper_ecf45ddfc8ce,paper_ecf45ddfc8ce
1118,1,note; existence; subgradients,paper_a91201dab287,paper_a91201dab287
1119,1,use; jacobi; lemma; unimodularity; theory,paper_4bda01daf0fa,paper_4bda01daf0fa
1120,1,concave; duality; application; problems; dealing; difference,paper_e338dcee1b04,paper_e338dcee1b04
1121,1,regression; curvature; weighted; least; squares,paper_19e16603b7a6,paper_19e16603b7a6
1122,1,stability; invariant; capital; stock; two; dimensional,paper_26d3900773bc,paper_26d3900773bc
1123,1,algorithm; computing; equilibria; linear; monetary; economy,paper_da3704ef4ad0,paper_da3704ef4ad0
1124,1,borsuk; theorem; through; complementary; pivoting,paper_b64513197d50,paper_b64513197d50
1125,1,performance; evaluation; nonlinear; optimization; pairwise; comparison,paper_d67cf357e258,paper_d67cf357e258
1126,1,penalization; non; classical; convex; programming; variational,paper_359f370d18d0,paper_359f370d18d0
1127,1,accelerated; covering; relaxation; algorithm; solving; positive,paper_ed8c8cb6181a,paper_ed8c8cb6181a
1128,1,model; assessment; objectives,paper_71543500f072,paper_71543500f072
1129,1,greedy; algorithms; series; parallel; graphs,paper_e2dc422b10de,paper_e2dc422b10de
1130,1,solving; cone; constrained; convex; programs; differential,paper_9246df836bfd,paper_9246df836bfd
1131,1,analogue; hoffman; circulation; conditions; max; balanced,paper_59c90711881a,paper_59c90711881a
1132,1,win; probabilities; simple; majorities; probabilistic; voting,paper_4cc2bf1dfbf8,paper_4cc2bf1dfbf8
1133,1,fitting; maps; plane; experimental; data,paper_cdf3a51feacb,paper_cdf3a51feacb
1134,1,fan; minimax; theorem,paper_90e9093ed08b,paper_90e9093ed08b
1135,1,tight; bounds; approximation; algorithms; integer; programs,paper_a7b527b381f2,paper_a7b527b381f2
1136,1,convergence; sumt,paper_40b5ded93c6b,paper_40b5ded93c6b
1137,1,separating; hyperplane,paper_98ea472798c8,paper_98ea472798c8
1138,1,second; order; conditions; exact; penalty; function,paper_5d92fc0ea7fa,paper_5d92fc0ea7fa
1139,1,quadratically; constrained; minimum; cross; entropy,paper_58d7e2f227ac,paper_58d7e2f227ac
1140,1,bundle; decomposition; large; scale; convex; optimization,paper_380f49c36171,paper_380f49c36171
1141,1,combining; feasibility; descent; superlinear; convergence; inequality,paper_be0257013a89,paper_be0257013a89
1142,1,asynchronous; parallel; newton,paper_2fe6ff52e345,paper_2fe6ff52e345
1143,1,application; optimal; control; methodology; nonlinear; programming,paper_fb98ccd2353c,paper_fb98ccd2353c
1144,1,formulation; linear; problems; solution; universal; machine,paper_17aa1ddb93d8,paper_17aa1ddb93d8
1145,1,glass; cutting; small; firm,paper_5ac3642ca3a3,paper_5ac3642ca3a3
1146,1,solving; large; scale; mixed; integer; programs,paper_6307e9a14297,paper_6307e9a14297
1147,1,choice; parameters; power; series; interior; point,paper_8beeed85cfb3,paper_8beeed85cfb3
1148,1,results; equivalent; integer; programming; formulations,paper_73c93235c6ef,paper_73c93235c6ef
1149,1,modified; reduced; gradient; class; nondifferentiable; problems,paper_9c8652fec0db,paper_9c8652fec0db
1150,1,facets; two; steiner; arborescence; polyhedra,paper_0eec07ac6ec0,paper_0eec07ac6ec0
1151,1,one; third; integrality; max; cut; problem,paper_0e7f747b1bd9,paper_0e7f747b1bd9
1152,1,lagrangean; decomposition; integer; nonlinear; programming; linear,paper_b1ba9446c49b,paper_b1ba9446c49b
1153,1,corrigenda; local; structure; feasible; sets; nonlinear,paper_97c05134caa2,paper_97c05134caa2
1154,1,some; continuous; functions; related; corner; polyhedra,paper_f6b2201c280b,paper_f6b2201c280b
1155,1,linear; multiple; objective; programs; zero; one,paper_5f1bfb159fe7,paper_5f1bfb159fe7
1156,1,multilevel; iterative; optimization; problems,paper_eb7e325331d8,paper_eb7e325331d8
1157,1,convex; like; duality; scheme; quasi; programs,paper_78d2c5975e1a,paper_78d2c5975e1a
1158,1,exact; penalty; functions; nonlinear; programming,paper_ac086b83c8b7,paper_ac086b83c8b7
1159,1,applications; symmetric; derivatives; mathematical; programming,paper_2b91f7da0d68,paper_2b91f7da0d68
1160,1,signature; classes; transportation; polytopes,paper_742897aa40eb,paper_742897aa40eb
1161,1,tolerant; algorithm; linearly; constrained; optimization; calculations,paper_6afcc7665761,paper_6afcc7665761
1162,1,cost; operator; algorithms; transportation; problem,paper_fb89caa36b79,paper_fb89caa36b79
1163,1,extremal; points; optimal; solutions; general; capacity,paper_291cd5ceb821,paper_291cd5ceb821
1164,1,linear; complementarity; problems; invariant; number; solutions,paper_99d843eebc6b,paper_99d843eebc6b
1165,1,proximal; decomposition; convex; minimization; problems,paper_8073c631e0c6,paper_8073c631e0c6
1166,1,solving; subproblem; lagrangian; dual; separable; discrete,paper_f72c8b2190ad,paper_f72c8b2190ad
1167,1,out; kilter; algorithm; solving; minimum; cost,paper_5c881a23a892,paper_5c881a23a892
1168,1,facets; balanced; acyclic; induced; subgraph; polytope,paper_3378523c6f2b,paper_3378523c6f2b
1169,1,block; truncated; newton; parallel; optimization,paper_0fa16783520b,paper_0fa16783520b
1170,1,farkas; lemma; difference; sublinear; systems; quasidifferentiable,paper_f7b3b4ee3d9b,paper_f7b3b4ee3d9b
1171,1,facets; cut; cone; clique; web; inequalities,paper_19d0b4645a2e,paper_19d0b4645a2e
1172,1,results,paper_95f4380e84dc,paper_95f4380e84dc
1173,1,equivalence; strict; convexity; injectivity; gradient; bounded,paper_3916453078d8,paper_3916453078d8
1174,1,optimal; mapping; direct; mapped; cache; environments,paper_8519b1b5e171,paper_8519b1b5e171
1175,1,scheduling; activities; among; conflicting; facilities; minimize,paper_49650b1a2fe9,paper_49650b1a2fe9
1176,1,power; prices; incomes; voting; systems,paper_6106e24b9d71,paper_6106e24b9d71
1177,1,large; scale; nonlinear; deterministic; stochastic; optimization,paper_be054031ed8f,paper_be054031ed8f
1178,1,sup; balanced; matrices; bicoloring; total; dual,paper_b7a01278f1ba,paper_b7a01278f1ba
1179,1,complementary; unboundedness; dual; feasible; solution; sets,paper_4253a5bf6d64,paper_4253a5bf6d64
1180,1,improved; asymptotic; average; number; steps; performed,paper_8243be626677,paper_8243be626677
1181,1,minimax; optimization; problems,paper_f57d7c02f619,paper_f57d7c02f619
1182,1,average; speed; lemke; algorithm; quadratic; programming,paper_c545de9a1045,paper_c545de9a1045
1183,1,parallel; variable; metric; algorithms; unconstrained; optimization,paper_1a22109f8e58,paper_1a22109f8e58
1184,1,tree; polytope; trees,paper_cde90a62e282,paper_cde90a62e282
1185,1,failure; maximum; entropy; reconstruction; fredholm; equations,paper_e8035d27a77a,paper_e8035d27a77a
1186,1,facets; polyhedral; set; determined; gale; hoffman,paper_bd858af8ca75,paper_bd858af8ca75
1187,1,properties; balanced; perfect; matrices,paper_2848c1706ecc,paper_2848c1706ecc
1188,1,sequential; quadratic; programming; certain; parameter; identification,paper_e4b0bb7e2d45,paper_e4b0bb7e2d45
1189,1,use; inverse; shortest; paths; algorithm; recovering,paper_16ce187d84ff,paper_16ce187d84ff
1190,1,analytical; comparison; different; formulations; travelling; salesman,paper_3a8a686614f0,paper_3a8a686614f0
1191,1,paths; polymatroids,paper_6c99149e1957,paper_6c99149e1957
1192,1,global; convergence; partitioned; bfgs; problems; convex,paper_db803886deed,paper_db803886deed
1193,1,computation; lagrange; multiplier; estimates; constrained; minimization,paper_0c65f2bf8359,paper_0c65f2bf8359
1194,1,nonlinear; mappings; associated; generalized; linear; complementarity,paper_557e129c1c4a,paper_557e129c1c4a
1195,1,global; optimization; simulated; annealing,paper_f4ffa36bf40b,paper_f4ffa36bf40b
1196,1,frenk; cdot; kassay,paper_7ad2945121ed,paper_7ad2945121ed
1197,1,generalizations; slater; constraint; qualification; infinite; convex,paper_1ab3aa462ebd,paper_1ab3aa462ebd
1198,1,characterization; optimality; convex; programming,paper_f509e768df88,paper_f509e768df88
1199,1,polynomially; bounded; algorithms; locating; centers; tree,paper_2b150530b27a,paper_2b150530b27a
1200,1,base; polytopes; series; parallel; posets; linear,paper_49e53b8a2384,paper_49e53b8a2384
1201,1,projection; uncapacitated; facility; location; problem,paper_6ce7e0cc05ef,paper_6ce7e0cc05ef
1202,1,convergence; rates; global; optimization; algorithm,paper_888496186634,paper_888496186634
1203,1,karmarkar; implementation; algorithm; linear; programming; adler,paper_d25745e440b8,paper_d25745e440b8
1204,1,sup; combined; relaxation; variational; inequalities; nonlinear,paper_7cde1e51e47f,paper_7cde1e51e47f
1205,1,general; constraint; qualifications; nondifferentible; programming,paper_faa3b6a363ae,paper_faa3b6a363ae
1206,1,example; cycling; feasible; point; algorithm,paper_ce7028b5f0e3,paper_ce7028b5f0e3
1207,1,one; phase; algorithm; semi; infinite; linear,paper_774fa66b9650,paper_774fa66b9650
1208,1,dimensional; finite; approximation; infinite; mathematical; programming,paper_e85519f65c13,paper_e85519f65c13
1209,1,use; augmented; lagrangian; functions; sensitivity; nonlinear,paper_b4f5cf8fc1f4,paper_b4f5cf8fc1f4
1210,1,deep; cut; ellipsoid; algorithm; convex; programming,paper_b4d30e1e2407,paper_b4d30e1e2407
1211,1,optimization; flow; through; networks; gains,paper_ca70eb561fd8,paper_ca70eb561fd8
1212,1,equivalence; between; strong; solvability; strict; semimonotonicity,paper_2bc800414970,paper_2bc800414970
1213,1,cofferdam; design; optimization,paper_46388d37f1f4,paper_46388d37f1f4
1214,1,accelerating; continuation; algorithms; predictor; corrector,paper_91dca081736f,paper_91dca081736f
1215,1,some; properties; hessian; logarithmic; barrier; function,paper_da4406674106,paper_da4406674106
1216,1,trust; region; algorithm; minimization; locally; lipschitzian,paper_83a131759aa4,paper_83a131759aa4
1217,1,core; network; synthesis; games,paper_bc65985c7055,paper_bc65985c7055
1218,1,velocity; inversion; case; infinite; dimensional; optimization,paper_47fe7f95aaf2,paper_47fe7f95aaf2
1219,1,branch; bound; estimation; pseudo; shadow; prices,paper_967834b38cbe,paper_967834b38cbe
1220,1,solution; bounding; linearly; constrained; optimization; problem,paper_27df637f3107,paper_27df637f3107
1221,1,improving; rate; convergence; interior; point; linear,paper_6e7f1390797e,paper_6e7f1390797e
1222,1,recursive; algorithm; finding; minimum; norm; point,paper_ed75bf5e2b59,paper_ed75bf5e2b59
1223,1,primal; dual; algorithm; constraint; set; manipulation,paper_dcf3f9391f7a,paper_dcf3f9391f7a
1224,1,reformulation; two; mixed; integer; programming; problems,paper_4986bdc71ba0,paper_4986bdc71ba0
1225,1,criterion; time; aggregation; intertemporal; dynamic; models,paper_aa9ecbca9ad1,paper_aa9ecbca9ad1
1226,1,randomized; scheme; speeding; algorithms; linear; convex,paper_07935940c2f2,paper_07935940c2f2
1227,1,dual; coordinate; ascent; non; strictly; convex,paper_62c8bf5e60c1,paper_62c8bf5e60c1
